Υποκατηγορία,Brand,SKU,Column1,Περιγραφή webApp,Σύντομη περιγραφή,Concat,Περιγραφή,Mount,Pitch,Gauge,links,length cm,"length """,group_key,OwnProduct,Πωλήσεις (τμχ.)
Αλυσοπρίονα,Kraft,691101,1,,,,"KRAFT: ΒΕΝΖ. ΑΛΥΣΟΠΡΙΟΝΟ 46cc 45cm (18""x0.325"")-(W/O)",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691102,1,,,,KRAFT 691102,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691103,1,,,,"KRAFT: ΑΛΥΣΟΠΡΙΟΝΟ ΚΛΑΔΕΥΤΙΚΟ 25cc 250mm (10""x3/8)-(S/K)",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691109,1,,,,"KRAFT: ΑΛΥΣΟΠΡΙΟΝΟ ΚΛΑΔΕΥΤΙΚΟ 25,4cc 250mm (10""x1/4)-(H/K)",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691110,1,,,,KRAFT: ΒΕΝΖ. ΑΛΥΣΟΠΡΙΟΝΟ 62cc 50cm,,,,,,,Undefined,0.0,
Κονταροπρίονα,Kraft,691119,1,,,,KRAFT ΔΙΑΙΡΟΥΜΕΝΟ 691119,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691133,1,,,,KRAFT: ΗΛΕΚΤΡ. ΑΛΥΣΟΠΡΙΟΝΟ 1800W 16'',,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691135,1,,,,ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ ΜΠΑΤΑΡΙΑΣ ΒΑΡΕΩΣ ΤΥΠΟΥ 200mm 21V 1x4Ah,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691136,1,,,,KRAFT: ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ Μπαταρίας 200mm 21V 2x4Ah (Βαρέως τύπου),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691137,1,,,,KRAFT: ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ Μπαταρίας 100mm 21V 2Ah,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691138,1,,,,KRAFT: ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ Μπαταρίας 150mm 21V 2x2Ah,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Kraft,691139,1,,,,KRAFT: ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ Μπαταρίας 150mm 21V 2x2Ah,,,,,,,Undefined,0.0,
Κονταροπρίονα,Kraft,691151,1,,,,ΕΠΑΓΓΕΛΜΑΤΙΚΟ ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΜΠΑΤΑΡΙΑΣ 3 ΚΙΛΩΝ - ΤΗΛΕΣΚΟΠΙΚΟ 180-275 CM - ΛΑΜΑ 200mm - 21V - 2 ΜΠΑΤΑΡΙΕΣ 4Ah,,,,,,,Undefined,0.0,
Κονταροπρίονα,Unimac,691153,1,,,,"KRAFT: ΗΛΕΚΤΡΙΚΟ ΚΟΝΤΑΡΟΠΡΙΟΝΟ 1000W 10""",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691158,1,,,,KRAFT: ΗΛΕΚΤΡ. ΑΛΥΣΟΠΡΙΟΝΟ 2400W 450mm (18''),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691159,1,,,,KRAFT: ΗΛΕΚΤΡ. ΑΛΥΣΟΠΡΙΟΝΟ 2700W 450mm (18''),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691160,1,,,,KRAFT: ΚΛΑΔΕΥΤΙΚΟ ΑΛΥΣΟΠΡΙΟΝΟ Μπαταρίας 250mm 20V 2x4Ah,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691171,1,,,,"KRAFT: ΑΛΥΣΟΠΡΙΟΝΟ ΚΛΑΔΕΥΤΙΚΟ 25cc 250mm (10""x3/8)-(S/K) CARVING BAR",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691173,1,,,,,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Unimac,691174,1,,,,,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Blue Bird,887420,1,,,,BLUE BIRD CS 22-06,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stiga,2403814,1,,,,CS 540,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stiga,2404216,1,,,,CS 545,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Einhell,4600080,1,,,,GP-PS 18/20,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Echo,56926818,1,,,,Echo DCS-2500T Battery Chainsaw Solo Brushless 50.4V 3.1kg with Blade Carving Blade 25cm,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120881860,1,,,,CSE 2000 (Ηλεκτρικό Αλυσοπρίονο),,,,,,,Undefined,0.0,
Κονταροπρίονα,Blue Bird,120883960,1,,,,PTT 261 (Κονταροπρίονο Τηλεσκοπικό PROF),,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884000,1,,,,CSP 280 T,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884010,1,,,,CSP 280 TC,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884030,1,,,,CSP 410,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884060,1,,,,CSP 550,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884400,1,,,,CSP 270 T,,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120884440,1,,,,CSP 270 TC,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Dinking,120885610,1,,,,"CS22-04 (2x12,6V-2,5 AHR)",,,,,,,Undefined,0.0,
Κονταροπρίονα,Blue Bird,120887390,1,,,,PCS 22-06 (Κονταροπρίονο Τηλεσκοπικό),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Dinking,120887400,1,,,,THCS22-07 (2x21V-5 AHR),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Blue Bird,120887420,1,,,,CS 22-06 (Κλαδευτικό Αλυσοπρίονο),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Dinking,120887850,1,,,,CS22-07 (1x21V-5 AHR),,,,,,,Undefined,0.0,
Κονταροπρίονα,Blue Bird,120887950,1,,,,PCS 23-10 (Κονταροπρίονο – Σπαστό),,,,,,,Undefined,0.0,
αλυσοπρίονα,Blue Bird,120887960,1,,,,CS 23-16 (Αλυσοπρίονο),,,,,,,Undefined,0.0,
Κονταροπρίονα,Blue Bird,120888440,1,,,,Bluebird PCS22-10A (2x21V-5AHR),,,,,,,Undefined,0.0,
Αλυσοπρίονα,Geotec,911206102,1,,,,GEOTEC GTCS-4600,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Geotec,915006604,1,,,,GEP 915006604,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11242000208,1,,MS 881,,MS 881,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11242000240,1,,MS 881,,MS 881,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11372000325,1,,MS 194 T,,MS 194 T,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11372000326,1,,MS 194 T,,MS 194 T,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11372000335,1,,MS 194 T,,MS 194 T,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11372000341,1,,MS 194 C-E,,MS 194 C-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11372000420,1,,MS 194 T,,MS 194 T,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000175,1,,MS 311,,MS 311,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000185,1,,MS 391,,MS 391,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000490,1,,MS 362 C-M,,MS 362 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000492,1,,MS 362 C-M,,MS 362 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000521,1,,MS 400 C-M,,MS 400 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000573,1,,MS 400 C-M,,MS 400 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000652,1,,MS 261 C-M,,MS 261 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11402000833,1,,MS 400 C-M,,MS 400 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11412000198,1,,MS 291,,MS 291,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11412000647,1,,MS 261 C-M,,MS 261 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11412000652,1,,MS 261 C-M,,MS 261 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11412000663,1,,MS 271,,MS 271,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11422000012,1,,MS 462 C-M,,MS 462 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11422000025,1,,MS 462 C-M R,,MS 462 C-M R,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11422000028,1,,MS 462 C-M,,MS 462 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11422000245,1,,MS 462 C-M,,MS 462 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11422000295,1,,MS 462 C-M,,MS 462 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11432000643,1,,MS 231,,MS 231,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11432000647,1,,MS 251,,MS 251,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11442000322,1,,MS 661 C-M,,MS 661 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11442000364,1,,MS 661 C-M,,MS 661 C-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11452000268,1,,MS 201 TC-M,,MS 201 TC-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11452000269,1,,MS 201 TC-M,,MS 201 TC-M,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11462000054,1,,MS 151 C-E,,MS 151 C-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11462000055,1,,MS 151 C-E,,MS 151 C-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11462000056,1,,ΜS 151 TC-E,,ΜS 151 TC-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11462000057,1,,MS 151 TC-E,,MS 151 TC-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11462000059,1,,MS 151 C-E,,MS 151 C-E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11472000000,1,,MS 500i,,MS 500i,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11472000001,1,,MS 500i,,MS 500i,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11472000115,1,,MS 500i,,MS 500i,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11482000000,1,,MS 162,,MS 162,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11482000064,1,,MS 182,,MS 182,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11482000140,1,,MS 212,,MS 212,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11482000144,1,,MS 212,,MS 212,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,11482000241,1,,MS 172,,MS 172,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12082000304,1,,MSE 141 ,,MSE 141 ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12082000343,1,,MSE 141,,MSE 141,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12092000084,1,,MSE 210 C-B,,MSE 210 C-B,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12092000149,1,,MSE 170,,MSE 170,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12092000187,1,,MSE 190 C-B,,MSE 190 C-B,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12522000067,1,,MSA 161 T,,MSA 161 T,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Stihl,12522000068,1,,MSA 161 T,,MSA 161 T,,,,,,,Undefined,0.0,
Κονταροπρίονα,Stihl,41392000007,1,,ΗΤ 56 C-E,,ΗΤ 56 C-E,,,,,,,Undefined,0.0,
Κονταροπρίονα,Stihl,41822000194,1,,HT 105,,HT 105,,,,,,,Undefined,0.0,
Κονταροπρίονα,Stihl,41822000198,1,,HT 135,,HT 135,,,,,,,Undefined,0.0,
Κονταροπρίονα,Stihl,41822000202,1,,HT 135,,HT 135,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Active,001-030,1,,,,"ACTIVE 28.28 10''‑3/8 mini, easy start ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Gardenman,001-037,1,,,,GARDENMAN GMC 560 18''‑.325 ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Gardenman,001-040,1,,,,GARDENMAN GMC 350 14''‑3/8 LP ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Gardenman,001-041,1,,,,GARDENMAN GMC 420 16''‑3/8 LP ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Agm,001-043,1,,,,AGM 5400 18''‑.325 ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Κονταροπρίονα,Active,001-044,1,,,,ACTIVE MTP 2.8 SR ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΚΛΑΔΕΜΑΤΟΣ ΒΕΝΖΙΝΗΣ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Villager,001-046,1,,,,VILLAGER VET 2440 16''‑3/8'' ΗΛΕΚΤΡΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Villager,001-047,1,,,,VILLAGER VET 2035 14''‑3/8'' ΗΛΕΚΤΡΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Active,001-049,1,,,,ACTIVE 62.62 20''‑3/8'' ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Active,001-053,1,,,,ACTIVE 51.51 18''‑.325 ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Active,001-054,1,,,,ACTIVE 56.56 18''‑3/8'' ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Villager,001-055,1,,,,VILLAGER VGS 3011 PE 12''‑1/4 carving ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Κονταροπρίονα,Gardenman,001-056,1,,,,"GARDENMAN GMPS 261 ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΚΛΑΔΕΜΑΤΟΣ ΒΕΝΖΙΝΗΣ 1/4""",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Gardenman,001-057,1,,,,GARDENMAN GMC 4110 16''‑3/8 LP ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Villager,001-058,1,,,,VILLAGER VGS 5032 PE 18''‑.325 Super Start ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Κονταροπρίονα,Gardenman,001-060,1,,,,GARDENMAN GMPS 260 L ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΚΛΑΔΕΜΑΤΟΣ ΒΕΝΖΙΝΗΣ,,,,,,,Undefined,0.0,
Κονταροπρίονα,Gardenman,001-061,1,,,,"GARDENMAN GMPS 261 ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΚΛΑΔΕΜΑΤΟΣ ΒΕΝΖΙΝΗΣ 1/4"" micro",,,,,,,Undefined,0.0,
Αλυσοπρίονα,Agm,001-067,1,,,,AGM AET 1821 14''‑3/8'' ΗΛΕΚΤΡΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Gardenman,001-072,1,,,,GARDENMAN GMC 2511 10''‑1/4'' ΒΕΝΖΙΝΟΚΙΝΗΤΟ ΑΛΥΣΟΠΡΙΟΝΟ,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Echo,023000/30,1,,,,ΑΛΥΣΟΠ/ΝΟ ECHO 3000/30CM,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Attika,02302306,1,KSH 710,KSH 710,KSH 710,Ηλεκτρικό Αλυσοπρίονο Τηλεσκοπικό Atika KSH 710,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EFCO,0250029132,1,MT 6300 - 50cm,MT 6300,MT 6300 - 50cm,"Αλυσοπρίονο Efco MT 6300 - 20""",,,,,50.0,20.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0250089024,1,MT 5200 - 45cm,MT 5200,MT 5200 - 45cm,"Αλυσοπρίονο Efco MT 5200 με Λάμα & Αλυσίδα 18""",,,,,45.0,18.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0250179252,1,MT 4110 - 40cm,MT 4110,MT 4110 - 40cm,"Αλυσοπρίονο Efco MT 4110 με Λάμα & Αλυσίδα 16""",A041,3/8,1.3,,40.0,16.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0250189154,1,MT 3710 - 40cm,MT 3710,MT 3710 - 40cm,"Αλυσοπρίονο Efco MT 3710 με Λάμα & Αλυσίδα 16""",A041,3/8,1.3,,40.0,16.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0250239153,1,MT 4510 - 45cm,MT 4510,MT 4510 - 45cm,"Αλυσοπρίονο Efco MT 4510 με Λάμα & Αλυσίδα 18""",,,,,45.0,18.0,Undefined,1.0,
Αλυσοπρίονα,EGO,025-024,1,,,,ΑΛΥΣΟΠΡΙΟΝΟ EGO CS1800E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EFCO,0250259103,1,MT 6510 - 50cm,MT 6510,MT 6510 - 50cm,"Αλυσοπρίονο Efco MT 6510 - 20""",,,,,50.0,20.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0250279012,1,MTT 3600 - 35cm,MTT 3600,MTT 3600 - 35cm,"Αλυσοπρίονο Efco MTT 3600 με Λάμα & Αλυσίδα 14""",A041,3/8,1.3,,35.0,14.0,Undefined,1.0,
Αλυσοπρίονα,EGO,025-028,1,,,,ΣΕΤ ΑΛΥΣΟΠΡΙΟΝΟ EGO CS1814E + BA2800T - 5.0Ah + ΤΑΧΥΦΟΡΤΙΣΤΗΣ CH5500E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EFCO,0250299011,1,MTT 2500 - 25cm,MTT 2500,MTT 2500 - 25cm,"Αλυσοπρίονο Efco MTT 2500 με Λάμα & Αλυσίδα 10""",A041,1/4,1.3,,25.0,10.0,Undefined,1.0,
Αλυσοπρίονα,EGO,025-057,1,,,,ΣΕΤ ΑΛΥΣΟΠΡΙΟΝΟ EGO CS1401E + BA1400T-2.5Ah + ΦΟΡΤΙΣΤΗΣ CH2100E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EGO,025-081,1,,,,ΑΛΥΣΟΠΡΙΟΝΟ ΚΛΑΔΕΜΑΤΟΣ EGO CSX3000,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EFCO,0251039012,1,MT 2000E - 40cm,MT 2000E,MT 2000E - 40cm,"Αλυσοπρίονο Efco MT 2000E με Λάμα & Αλυσίδα 16""",A041,3/8,1.3,,40.0,16.0,Undefined,1.0,
Αλυσοπρίονα,EFCO,0251049002,1,MT2100E - 40cm,MT2100E,MT2100E - 40cm,"Αλυσοπρίονο Efco MT2100E με Λάμα & Αλυσίδα 16""",,3/8,1.3,,40.0,16.0,Undefined,1.0,
Αλυσοπρίονα,EGO,025-111,1,,,,ΣΕΤ ΑΛΥΣΟΠΡΙΟΝΟ ΚΛΑΔΕΥΤΙΚΟ EGO CSX3002 + BA2240T-4.0Ah + ΤΑΧΥΦΟΡΤΙΣΤΗΣ CH5500E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EGO,025-114,1,,,,ΣΕΤ ΑΛΥΣΟΠΡΙΟΝΟ EGO CS1614E + BA2800-5.0Ah + ΤΑΧΥΦΟΡΤΙΣΤΗΣ CH5500E,,,,,,,Undefined,0.0,
Κονταροπρίονα,EGO,025-132,1,,,,ΣΕΤ ΚΟΝΤΑΡΟΠΡΙΟΝΟ ΤΗΛΕΣΚΟΠΙΚΟ EGO PS1003E + EP1000 + BA2242T - 4.0Ah + CH2100E,,,,,,,Undefined,0.0,
Κονταροπρίονα,EGO,025-150,1,,,,"ΚΟΝΤΑΡΟΨΑΛΙΔΟ ΜΠΟΡΝΤΟΥΡΑΣ EGO HTX5300-P ""PRO X""",,,,,,,Undefined,0.0,
Αλυσοπρίονα,EGO,025-154,1,,,,"ΑΛΥΣΟΠΡΙΟΝΟ EGO CSX5000 ""PRO X""",,,,,,,Undefined,0.0,
Αλυσοπρίονα,EGO,025-163,1,,,,ΑΛΥΣΟΠΡΙΟΝΟ EGO CS2000E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EGO,025-185,1,,,,ΑΛΥΣΟΠΡΙΟΝΟ EGO CS1200E,,,,,,,Undefined,0.0,
Αλυσοπρίονα,EFCO,0254059002,1,,,,Αλυσοπρίονα Μπαταρίας Efco MTi 30 (ανευ Μπαταρίας & Φορτιστή),,,,,,,Undefined,1.0,
Αλυσοπρίονα,Efco,0254059002S1,1,,,,Αλυσοπρίονο Μπαταρίας Efco MTi 30 (με Μπαταρία 5Ah & Φορτιστή),,,,,,,Undefined,1.0,
Αλυσοπρίονα,EFCO,0254059002S1/1,1,MTi 30,MTi 30,MTi 30,Αλυσοπρίονο Μπαταρίας Efco MTi 30 + Μπαταρία 5Ah + Φορτιστή,A041,3/8,1.1,,,,Undefined,1.0,
Αλυσοπρίονα,OREGON,02560754/P,1,CS250E,CS250E,CS250E,ΑΛΥΣ/ΝΟ CS250E(ΜΕ ΜΠΑΤ&ΤΑΧΥΦΟΡΤΙΣΤΗ),A041,,,,,,Undefined,0.0,
Κονταροπρίονα,OREGON,02563469,1,PS 250E,PS 250E,PS 250E,Κονταροπρίονο Oregon PS 250E (ανευ Μπαταρίας & Φορτιστή),A041,,,,,,Undefined,0.0,
Αλυσοπρίονα,OREGON,02570996,1,CS1500 - 45cm,CS1500,CS1500 - 45cm,"Ηλεκτρικό Αλυσοπρίονο Oregon CS1500-18""(Powersharp)",A041,,,,45.0,18.0,Undefined,0.0,
Αλυσοπρίονα,OREGON,02573016,1,CS300E - 40cm,CS300E,CS300E - 40cm,"Αλυσοπρίονο Μπαταρίας Oregon CS300E-16"" (με Μπαταρία B600E & Φορτιστή C650)",A041,,,,40.0,16.0,Undefined,0.0,
Αλυσοπρίονα,OREGON,02604419,1,CS 1500 - 45cm,CS 1500,CS 1500 - 45cm,"Ηλεκτρικό Αλυσοπρίονο Oregon CS 1500-18""",A041,3/8 LP,1.3,,45.0,18.0,Undefined,0.0,
Αλυσοπρίονα,OREGON,02604419-P,1,CS1500 - 45cm,CS1500,CS1500 - 45cm,"Ηλεκτρικό Αλυσοπρίονο CS1500-18"" (με Γάντια Προστασίας & Γυαλιά Ασφαλείας Δώρο)",A041,3/8 LP,1.3,,45.0,18.0,Undefined,0.0,
Κονταροπρίονα,EFCO,0261229030,1,PTX 2710,PTX 2710,PTX 2710,Κονταροπρίονο Efco PTX 2710,A318,3/8,1.1,,,,Undefined,1.0,
Κονταροπρίονα,EFCO,0261229045,1,PTX 2750 - 30cm,PTX 2750,PTX 2750 - 30cm,"Κονταροπρίονο Efco PTX 2750-12""",,3/8,1.1,,30.0,12.0,Undefined,1.0,
Αλυσοπρίονα,OREGON,02620370,1,CS 1200,CS 1200,CS 1200,Ηλεκτρικό Αλυσοπρίονο Oregon CS 1200 - 35CM,A041,3/8 LP,1.3,,,,Undefined,0.0,
Κονταροπρίονα,OREGON,02620371,1,PS 750,PS 750,PS 750,Ηλεκτρικό Κονταροαλυσοπρίονο Oregon PS 750,A041,3/8 LP,1.3,,,,Undefined,0.0,
Αλυσοπρίονα,OREGON,02625507,1,CS325,CS325,CS325,Αλυσοπρίονο Oregon CS325 (άνευ μπαταρία & φορτιστή),,,,,,,Undefined,0.0,
Αλυσοπρίονα,OREGON,02627989,1,CS325E - 40cm,CS325E,CS325E - 40cm,"Αλυσοπρίονο Μπαταρίας Oregon CS325E-16"" (με Μπαταρία & Φορτιστή)",,,,,40.0,16.0,Undefined,0.0,
Αλυσοπρίονα,LG Motors,028-037,1,,,,LG Motors KM06033,,,,,,,Undefined,0.0,
Κονταροπρίονα,LG Motors,028-175,1,,,,LG Motors KM06260,,,,,,,Undefined,0.0,
Αλυσοπρίονα,Nakayama Pro,029052,1,PC3100 - 25cm,PC3100,PC3100 - 25cm,PC3100,,3/8 LP,1.3,40.0,25.0,10.0,3/8 LP-1.3-40,0.0,
Αλυσοπρίονα,Nakayama Pro,029069,1,PC4600 - 45cm,PC4600,PC4600 - 45cm,PC4600,,.325,1.3,72.0,45.0,18.0,.325-1.3-72,0.0,
Αλυσοπρίονα,Nakayama Pro,029076,1,PC5600 - 50cm,PC5600,PC5600 - 50cm,PC5600,,.325,1.5,76.0,50.0,20.0,.325-1.5-76,0.0,
Αλυσοπρίονα,Nakayama Pro,029083,1,PC6700 - 55cm,PC6700,PC6700 - 55cm,PC6700,,.325,1.5,86.0,55.0,22.0,.325-1.5-86,0.0,
Κονταροπρίονα,Nakayama Pro,029113,1,PS2600 - 25cm,PS2600,PS2600 - 25cm,"NAKAYAMA PS2600 Κονταροπριονο Βενζινης 1,1Hp, 25,4Cc, 25Cm, 1/4''X1,1Mm 58Οδ.",,1/4,1.1,58.0,25.0,10.0,1/4-1.1-58,0.0,
Αλυσοπρίονα,JONSERED,029658934-28,1,JNS CS2240S - 45cm,JNS CS2240S,JNS CS2240S - 45cm,"ΑΛΥΣ/ΝΟ JNS CS2240S ΜΕ ΛΑΜΑ & ΑΛΥΣ.18""",,,,,45.0,18.0,Undefined,0.0,
